data,label_vector
"[1.7770284557674665, 0.30983952689152594, 0.7621066457517642, -0.1686066151680237, 0.23908457171773917, -1.292891019678516, -0.5018513372636962, 0.7106057096169277, -0.23463582711504036, 0.37812264947575863, 0.6880310838489082, -1.5328746298766642, -0.13885314270377563, -0.9883889537741811, -1.4913906319279218, 1.933647756594479, 1.1959159238833468, 0.5191404564162738, -0.7578415815654858, -0.08297302453780994, -1.5292911355093604, 0.46828199188667263, 0.725109324672093, -0.8925098380865374, 0.9555846459649716, -1.141546559247141, -0.9776022808624667, -2.3747812246543885, -1.8224144253422176, 0.5392653414411627, -1.0013235711191717, 0.5211805421628969, -0.7285456939270435, 0.9931272401639754, -0.17287886313101938, -1.3790159038897385, -0.5294587945677359, 0.3172469174837997, 0.5637448123021842, -1.9450674055008612, -1.2843893882163442, -1.1296350233513577, -0.6537173778253983, -0.12330225618408962, -0.6026560399837763, -1.3861136651871928, 2.24981432293407, -1.4832029011837857, 0.098231528288456, 0.4007129348994214, 0.49257452262249024, 1.436138520499621, -0.19185894300363007, -1.1002062221192388, -0.6189222503594034, -0.22183776844319808, 2.815333444831401, 0.42864252396909075, -0.42953250300603246, -0.10581126471419915, 1.6913340177654854, -0.623006553941114, -0.4653102633598333, 0.2588627930737408, 0.25548510548513265, 0.8907280269312042, -0.22797714291162977, 0.7134616410533321, 0.6942081413312139, 0.6502429762982395, 1.643725295566605, 0.451337428919446, -0.40246098104989547, 0.03667159478053896, -0.35593738424087595, 1.1942553143691754, -0.049546120588530175, -1.700862356825351, -1.5105266275533966, 1.0593508595946495, -0.24583745283863803, -0.30826871255763344, -0.29428349609312765, 0.6433488304207995, -1.0381700316860878, 0.5941682831391405, -1.1478840492187976, -0.3585589229526833, 0.22465728398935647, 1.0150565693768465, -0.8434273471249444, 1.5432165925225068, -0.6821759196843169, -1.0351062768704014, 1.3296180368474253, -0.5874588615631867, -0.4102910362928507, 0.7623883028826276, 0.15995828863279074, 1.2531729905422062]","[1, 2, 0, 1, 0, 1, 2, 2, 0, 2, 0, 0, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 1, 1, 0, 0, 2, 2, 0, 1, 1, 1, 1, 2, 0, 1, 0, 1, 0, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 2, 2, 0, 0, 1, 2, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 1, 2, 2, 0, 1]"
"[1.2584488752362173, 0.11295181793529975, -1.248733465582004, 0.7030363613088405, -0.4858863165543585, -0.3652941080219235, 0.8761286738368244, -0.2549649100483752, 1.6236325775057774, 1.0792316215263598, 0.4293546870837621, -0.5116768033325719, -0.004882986739656245, 1.3664538511879187, 0.7467154139770339, -0.1447147677788276, -1.3282517962209954, -1.892830487283099, -1.1111506459085365, 1.0221234770462773, 1.7685130875919914, 0.26107212226501525, -1.8242297762267465, -0.14970448244450862, 0.3852638028549738, 1.0250709760240149, -0.7483508195019626, -0.11556010706033369, 0.24882051926783147, -0.6644104875825373, -0.09287295353105747, 0.6083238128479356, 0.6574771316496635, -0.18065067421439948, 1.1674007723895243, 1.628685661891573, 0.24084699170320345, -1.5591581167352078, -0.12025345291587143, 1.223313609026435, -0.8616697538204375, -1.167809214661974, 1.2214558824557857, -1.9878965225528453, 0.309019649759992, -1.5162966278980807, -0.5391499385939047, 0.4792872705534068, -0.7010369062506896, -1.2127165798147288, -1.3418879219578004, -0.057266605668370094, -0.6036878209338158, 1.1855867930103299, -0.2811232772799694, -0.789795967912985, 0.11874998895792915, -0.21023111152844443, 1.1065506107508156, 0.2656127176976816, -0.22013811514364398, 0.46689416712042375, -0.18226221977302717, -0.21976334193863678, -0.7456178552653148, 0.5862604011490624, 1.0668030747310748, 0.19431949139871232, 1.5795273728744308, 1.7461319162199005, 0.27711573337911405, -2.1222611238671387, -0.5457679578726958, 0.33317278747150697, -0.9928769304051177, 0.8505339710616675, -1.7682323782278901, 1.1245999802224433, -1.4998508034301934, -0.4226857823172555, -0.3390643744469601, -0.7156258543363184, 0.6115211631008644, -2.129884861251216, -1.049568375429398, -0.47734458105129773, -0.23196030136021392, 0.3830612348098731, 0.0948184736515739, -0.45079704306160673, -0.07212581171490283, -0.6387675713215956, 0.17065713398403398, -1.4510388365623732, 0.22629966630452752, 1.8546428311807608, -0.33443900195509696, -0.9764151451761693, -1.3427526773202787, -1.1679092295194962]","[1, 2, 2, 2, 1, 0, 2, 0, 2, 1, 0, 0, 2, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 1, 2, 2, 2, 2, 0, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 0, 2, 2, 2, 1, 2, 0, 2, 0, 2, 2, 0, 0, 1, 2, 2, 2, 0, 0, 0, 2, 1, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 0, 1, 2, 0, 2, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 1, 1, 2, 2, 1, 0, 0, 0]"
"[-1.124103876279312, 0.6206759879286013, -0.03555344767291097, -1.1731543870106975, -0.5342489934232336, -0.18327787362365044, 2.0528982404307516, -0.6412721683017226, 1.0107452720750596, 1.7616802885254625, -0.4909916705126772, -2.22871078464977, 0.65951490645392, -0.7192906690100116, 0.5949311294438179, -1.2980743871081541, 0.1953864831328889, -1.869419719470708, 0.663286221440239, 0.07287670620395488, -2.168817869277504, -1.6685418649463668, 1.2254174444249746, 0.21957460164787032, 0.13076775340284286, 1.0077758680630557, 0.6215446007654702, 1.745924255976919, 0.7574367890438343, -1.2045408376407885, 0.6498939176840645, -0.38707766989346737, -0.9687701308541693, -0.9711799062054343, 0.7756951139253475, 0.4711516675129246, -1.187824755349711, -0.0030663922860174617, -1.2716147749543993, 0.5415649333297721, 1.4325214896124447, -0.1617496586168906, -1.0771252162516975, 0.21984097668413513, -0.44029168424837134, 0.4545966775497778, -0.4140884729178369, 0.39647777883886653, -0.7788445923773603, 0.9248141123043787, 0.6787828230302249, 1.0569253824802856, 1.2702299176604308, -1.0199672403748126, 0.7200297527629158, 1.1649456249450447, 0.2437239823300561, 0.5273142099424912, -0.9284222869336392, -0.2518648763987445, -1.0790748389225584, 0.36713673769714184, 0.3777316947228898, 1.5015779995711411, 1.2296676703853429, -1.0989874752614663, 0.4848381988103788, -1.6112010745056105, -2.3834425583308123, 1.5146143282705224, 2.1638951288195107, 0.3397148227590117, 0.9177016791801273, 0.35768787936809204, 0.6978928504132362, -1.1798237150006385, -0.950724962968703, -1.0298943913590284, -1.0683541429999706, -0.2896476500327098, -1.795643519577275, -0.3944073476444476, -0.4975002093931742, -0.08266657745757731, 0.9858876821441432, -1.6130655890651726, -1.7972448543138901, -1.0759003867495915, -1.4504812406024463, -1.10950427874304, -0.7510008112473521, -0.026483610379226332, 0.16946789528467437, -0.34196034889406307, -0.9373640762792762, 0.6907744260281555, -2.1001449646448527, -0.5376016435879153, 0.1559537111685639, 0.3641192406656665]","[2, 2, 0, 0, 1, 0, 2, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 2, 0, 2, 1, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 1, 2, 0, 1, 0, 0, 2, 2, 2, 1, 2, 0, 1, 1, 2, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 2]"
"[-0.20685189077628555, -0.20118739643421696, 1.2547114378114834, -0.4742667001296769, -0.17588962983673223, 1.3441461410872642, 3.2530315927242794, -0.9650631514980297, -1.3324238204695416, -2.194646332754535, -0.6774874857259665, 0.20201625963782704, 0.5581718316042688, 0.4750405231714153, 0.35692022000910895, -1.2149982487072895, 0.3611854226193667, 0.4002288363859402, 0.15464423816260556, 0.30345308117644876, -0.030320577376368753, 0.036501387567288386, 0.2863667271045927, 1.4460749962571569, -1.0310767096353735, -0.9869457046070811, -2.2694396496139375, -0.8474400559606715, -1.2320104430794783, 0.33314293897083175, -1.2943827263959462, 0.6083856764952956, 0.4915444158876853, 1.6313336907619775, 0.15148847824753123, -1.4447479653833326, -1.0704775752890203, -1.5736014852448283, 0.3853425727117999, -0.18015029014169526, 0.5071813408127688, 0.35811290713306876, -0.09941522823196013, 0.6641086922413149, 0.3906175244888178, -0.441403474113676, -1.0370626197422688, -1.081075305000358, -0.12700727161165734, 0.23233104097185414, -1.6693114690192092, 0.31898497295666145, 1.4368470424277178, -0.19035711489907167, -0.08909650690149848, -2.3250841897731083, -0.7491810629323943, 0.21356232882606774, 1.339991029483259, -0.2032887158669566, -0.2948040004636868, 0.48505755599496075, 0.9567409738315118, -2.1631441054881133, 0.19737218554163222, -1.5611754170615888, 0.9231400208720614, 0.40100633289958193, 1.2173809360855434, -0.8357624589096325, 0.8644625752594104, -0.05600802652530693, -0.005492768952352137, 1.0943027704704202, 0.48597667571420844, -0.06271720569142655, 0.345849598239306, 0.4692040935311498, -0.9556984092952399, -1.8031281771990402, 0.4500624114361328, 0.410921022016494, -1.2943270565950633, 0.26578015489636975, -0.4837842412535197, -0.005763775143390168, 2.484655448459916, -0.4631235349353623, 0.8416687036465651, -1.0309648918596863, 0.9952247647248322, 0.3651142262299018, -0.5528760824723689, 0.2703731098167034, 0.6627046097897463, 0.18263242771185742, -0.767018118273497, 0.11414891498556891, 0.3968883292456664, 2.735044204913898]","[2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 1, 2, 2, 1, 1, 2, 0, 1, 1, 2, 2, 1, 2, 2, 0, 2, 1, 2, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 2, 2, 2, 0, 1, 1, 1, 1, 0, 2, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 0, 0, 2, 0, 2, 2, 0, 1, 0, 1, 1]"
"[0.3608622709984024, 0.0320564621304001, -0.4194117689846544, 0.328594357395955, -0.07241455359213027, 0.3127708289671539, -1.245494752962128, -1.3353635390804797, 1.6003410611949038, 0.07763506948536464, 0.533453311342507, 0.15636228252495524, -0.36545002568216967, -2.6691104589665415, 0.38304432670249194, -1.4262391594426542, -1.4814272248136577, -1.3833309856390261, -0.6789274301952687, 0.6685216135334717, -0.20197128481651141, 0.8658116491354232, -0.38169889338537444, -0.20586836029978386, -0.3802700009764774, -0.006961681001977793, 0.8818995658163925, -0.8806409999832315, 0.010237951801349579, -0.7055578251983873, -1.4454217671459204, 0.12320510785284523, 0.6570461812538337, -0.526418865779088, 0.9915386414921666, 1.3108221838117096, 1.456250522732919, -1.5680354806497485, 1.1198786938546488, 3.5269618682880934, -1.4207278768862053, -1.1796556094095418, 0.6572905822820132, 1.0163652034230817, 0.25435837232969727, 0.6574042598682946, 0.2718082888709115, -1.058683232910239, -1.5874622830670706, 1.3520576164571294, 0.22803294875178848, -0.5374011101963289, 2.466027995018427, -0.8281389102211109, 0.7479611631787885, -0.2774053681430001, -0.14480531483586684, -1.3392205466965648, 1.1908647311642044, -0.12740862109930545, 1.2316764862949372, 0.6519341120218171, -0.167581613034036, 0.20552461294070898, -1.5700216596640164, -0.5365089927663973, -0.07384578598001326, -1.3114806911073065, 0.151288480711048, -0.13221157487387705, 0.6885131915891575, 0.16633608983811776, 0.10827683996792557, 0.49642703699900265, -1.581534490522722, -1.8425871120868267, 0.5116440718894808, -1.1381987818948518, -1.3598861084973306, -1.018791289736553, 0.1991547361280004, -0.5560759536510544, -1.92742364362969, 0.29342992011924357, 0.3996267230530391, -0.008446417905936348, 1.7630653796270213, -0.3218830387511145, 0.42280857463342214, 1.3523377445578961, -0.19890536761621444, -0.012073347181607382, 1.6901204964086771, -0.19168350310988966, -0.10027444707073835, 1.5338188504649901, -1.2879579905134209, -0.8612956118296692, 1.4616440197134726, 2.260001921213283]","[2, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 0, 2, 2, 0, 0, 1, 0, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 1, 1, 0, 0, 1, 1, 2, 0, 2, 2, 1, 2, 2, 0, 0, 2, 2, 1, 1, 0, 2, 2, 0, 1, 2, 0, 2, 0, 2, 2, 0, 1, 0, 0, 2, 2, 0, 1, 0, 0, 2, 2, 2, 1, 1, 0, 0, 0, 1, 2, 2, 1]"
"[0.6282337517862425, -0.9654042566604241, 1.284812664436257, 0.08641202479745098, -0.07511730253127154, 1.1532043976250177, 0.8236919503779013, 0.7509854047857013, 0.6636118108326317, 1.7670600313748301, 0.8505040154618921, 0.18820997176722543, 0.316609023386415, 1.5875679975938215, 1.100793093988982, -0.3393529781724757, -0.2434585180359257, -0.14423018719039513, -2.05044466986979, -0.01873579140414798, -0.6675681772923103, -1.9507080483849124, 1.9381044534776481, 0.036572166411215565, 0.3463461776785059, -1.2300461489411596, 0.8407911425145971, -0.17151132257565246, 1.1797966352926634, -2.605145171510337e-06, 1.76045317388325, 0.08520370602010974, 0.5653275812193563, -0.8601064532597318, -0.6634221192446172, -0.7906251979975804, 0.7732696661613537, -0.2012162076190539, 1.4469085302973124, 1.9587621924968053, -0.3123137082355043, 0.6258515770070354, -0.22637664311714473, 1.0879431542615714, 0.6583653792486492, 0.6295616138523672, -0.6687496341936522, 0.7769798875312401, 0.3028607383115617, -0.1968576571112726, -1.6837566184953603, 0.29800756015368945, -1.5054385690987164, -0.6490228585157061, -0.6866094348524766, 0.21496590360676485, 0.7422362279531, 0.8748884544091876, -1.1498593703006548, -0.958694077212466, 0.00419003770425161, 0.9166302655267543, 1.81988453151414, -1.4425274588225234, 0.5045665100282464, -1.0309262910034391, -0.30621661105678477, 0.17620103240667573, 1.7700153250607291, 0.8152833862543654, -0.011992766106286, 0.9799438328928743, -0.6948400432125451, -0.8411895907758695, 0.9937911200250188, -2.530430839385971, -0.18269088155689125, 1.3798908226277404, -1.8462237119706026, -1.1428837833935168, -0.17411983156066713, 0.686247349550572, -0.26633588397728164, 1.9607797940462388, 1.4340194547432512, -1.6459713605337776, -0.6874919317112663, -0.11472496211583351, -1.6569150067027558, 1.9797848364983763, 0.26035140460120987, 1.4564288484309205, 0.8839748581038915, 0.9316446237900732, 0.21074615366792124, 0.27145787362430474, -0.47049424762351305, 0.6461327324809626, 0.8502671659839061, 0.19262864451255057]","[2, 0, 2, 1, 1, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 2, 2, 0, 1, 2, 1, 0, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 1, 1, 2, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 2, 2, 1, 1, 2, 2, 0, 0, 0, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 0, 0, 0, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 1, 2, 2, 1, 0, 0, 0, 0, 1, 2, 2, 1, 2, 0, 1, 1, 2, 2, 2]"
"[-0.08705314931641239, 0.39743324603620805, -0.4258080378467056, 0.15756087431719704, -0.4283029641537625, 0.18203021938407798, 0.08702265659046003, 1.213685766838262, 0.2494572332712104, -0.21170660482653952, 0.8736245585932622, 1.4821102454757917, -0.15129757328489427, 1.980674857700555, 0.8110321268513017, 0.07563054431628762, -0.019507017210205146, 0.8992796880944977, -0.4654040850441258, -1.6775937943825119, -0.06569219244609296, -0.4310987302534826, 0.5478386303199909, 1.058361653465573, -0.3142251202171319, -2.4752504586327184, 0.6792010039151791, -0.36072104044605896, -0.11059676667193491, -0.9393818714341717, -0.3524200473759767, 0.7396200451039127, 0.6803528291605776, 0.9566765208919177, -2.011368900817009, 1.9115519553699876, -0.9874531480187184, -0.529079021728926, 1.6626221782373183, -0.1410573776585031, -1.057370427705887, -0.5186561688376734, -0.9075610140411147, -1.1670945378135484, -0.7538532723840659, 1.3968879490290929, -1.5465325484056476, 1.4044736547556331, -1.8266382135491903, -1.8463603446551882, -1.7528767308930107, -0.37447146602906084, -1.4044099517543776, 0.5116167213155571, 0.4288022834068181, -1.5128006294905234, -1.1930161555200443, -0.24692476141906045, -0.3960182922768668, 1.1429670017703235, 0.32677358350620817, 0.2276669896267211, 1.6842548841797986, 0.08887148025084723, -0.6492064195854854, 0.12269696083896575, -1.3373426324814215, -1.5121175022121194, -0.6800647811344784, 1.4555316193095806, 0.18038130875738506, -0.4170672421448357, -0.366183305911512, -0.2706558155824448, -0.8579114592354411, 1.857580040266071, 0.49317061441404786, -0.868967615933978, -1.9682242539876689, 0.5852853579945124, 0.308859427311072, 0.6552048615982168, 0.2550278176148178, -0.6064041380640866, 0.10533982628322504, -1.5756292549347728, 1.1328893521509558, -0.5485467178636815, -0.0693234401231934, -0.05749058331549605, 0.47678514748300277, 0.14724915636707625, -1.3917998885582106, -0.4841023752360301, 0.5038682207520334, 0.12936106109022497, 0.2659520879645979, 1.017778158384424, -1.080215593379007, -0.040811856664967665]","[2, 1, 0, 2, 0, 2, 2, 1, 2, 0, 1, 0, 1, 1, 0, 1, 2, 1, 0, 0, 0, 1, 1, 2, 2, 2, 2, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1, 2, 1, 1, 2, 1, 0, 1, 2, 0, 1, 2, 1, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 0, 0, 2, 2, 0, 2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 2, 2, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0]"
"[-1.207508072211459, 0.48794333445531957, 0.8259650123359351, 0.193449358499418, 0.369127897366051, -0.6713729513877748, 0.738156231130647, -0.6313929542439172, 0.20812949496433547, -1.3047699450323964, -0.8694522267838831, 1.0676601623494493, -0.4080330472660812, -1.2834369579264922, 0.5634398833189688, 1.1796126263526545, -1.740214495041933, 0.5923137448744944, 0.3018779323466067, -0.2830715990763135, 0.7696419543156227, 0.48952677944260997, 0.2950980119165947, -1.5255362225336118, 0.21234272827738068, 0.6465260138801486, 1.6319802011624396, -0.15572975684249724, -0.4091290646988987, 0.9699241396408121, 0.2959781910538588, -0.9544489703753612, -0.0968575825695981, -2.521308144022507, 0.14448622246918622, 1.214481819983289, -1.7860145386482018, -0.12955833029084776, -1.8420686084470912, 1.3452767107019377, -1.283361362536295, 0.056378457596998506, 1.8798551006389552, -0.5335534842435306, 0.0662071731129925, -1.0957784708430525, -1.1021392658303784, -0.8445030935472918, 1.0955387808642574, -0.19825783876761632, -0.32723006168149343, -0.1425838862999375, 0.20984704305476473, 0.5795654827099043, 0.015822023095214945, 0.4031952440735914, 0.6646362494743138, 0.13915086914264715, 0.6092631650769058, -0.8691931686017524, -1.311387738700444, -0.43377658845433614, 0.8276684158817945, -0.010802462181042933, 0.6528868212239539, -1.6974139833404123, 1.6993055996877042, 0.8600005198425689, 0.447540829269074, 0.17612197259869825, -0.5909375856346327, -0.25498844104425045, 0.5467953936484579, -0.029690857729271623, 0.8263479306332892, 0.05739198901214053, -2.6527424129260755, 0.5382581445031019, 1.2435095958831694, -1.588619452448806, 0.7805745668700118, -0.17020633753789272, -1.5628348461395443, 0.1232795408910204, -0.15728812357531857, -0.43160751048150814, -0.6711961567427589, -0.5235368386485832, 0.6858091722494142, -0.3138074421202928, 0.6381037348403337, 0.9265903195077723, -1.2955169749886923, 1.482989740182055, 1.867864097015736, 0.5807858913277111, -0.9983462545463572, -0.31439305195023115, -1.0358575013341835, -0.719562058283157]","[1, 0, 1, 2, 1, 2, 2, 2, 0, 2, 2, 1, 2, 0, 0, 2, 2, 1, 2, 0, 2, 2, 1, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 2, 1, 0, 2, 1, 0, 0, 2, 1, 2, 1, 0, 1, 0, 0, 0, 2, 1, 1, 2, 0, 1, 2, 0, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 2, 1, 1, 2, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 0, 0, 1, 1]"
"[-1.0021471355677511, 0.9810002889614088, 1.643901811145216, 1.0790124712753577, 0.28257705129091193, -0.3814094166659733, 0.2538942719977354, -0.002391788739910985, -0.4408364164959103, 0.9184991901476277, -0.6485931027247275, 1.4312066218500292, 0.9284360311221189, -1.9786107763497878, 0.26490713295785406, -1.4669825037793431, -0.9358136249794297, -1.3847651006530641, 0.38510592654236553, 1.8094058166336684, 0.5580047713762402, -1.9417594212634361, 0.01801392575902629, 0.6498765274544919, 0.3277206831863174, 0.18453156012959734, -0.8736703680989695, 0.7427805927940749, -1.3270188578224722, 0.550622982197478, 0.8879489824330329, -0.5858208815534742, 1.0373949788251589, 0.8224806513748968, -0.14016730535258093, -0.3293137543968458, 0.4808201075185828, -0.5261038734298922, -0.09066195543647829, 0.2631323302876229, -0.1265203022329433, -0.4237132203981295, 0.898939100512392, -0.2501414305125526, 0.6418496243412429, -0.07968668690386965, 0.08923565643533005, 0.8556596926606034, -0.6082984787620207, -1.2055329452206116, -0.28250357652872304, -1.4525513466887552, 0.3779358892752846, -1.1772207490129203, 0.5182390453480346, -1.1969941315436565, -1.0108992340106588, -2.0363621869290625, -0.07400495996946417, 0.936073819227534, 0.7497817935582599, -0.1926499981077124, -3.020435999209641, 0.8692203108001373, -0.18016560017942868, -0.16195353924695613, -0.19873376093616835, 0.23172968464534588, -1.490659898273352, 1.531057791631728, 1.3372630920757613, -1.8460880911646342, -0.09339076550466908, -0.8004856436503325, -0.6170823869509866, -0.4767970675348241, -0.5531909560291361, 1.0428759678651869, -0.5303609361666883, -1.2371469339108572, -1.2035049990664084, 0.04261142606954305, -0.4192289097691155, -0.061112235217062626, -0.011162994351842433, -1.010684872065476, 0.5137306708341405, -0.9832499354115856, 0.171778959136805, -0.21893560876171564, 2.116564940199567, 0.4375958909197731, 0.3241459249379476, 1.575737452114536, 0.13312466095787176, 1.0734631157117736, 1.256184503354272, 2.67455923778401, -1.1225740309608392, -0.1784403851670556]","[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 2, 0, 2, 0, 2, 1, 0, 1, 2, 2, 2, 1, 1, 1, 0, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 2, 0, 0, 0, 1, 1, 1, 2, 0, 2, 2, 0, 0, 1, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 1, 2, 2, 1, 0, 0, 2, 2, 2]"
"[0.04554556583633442, -1.0233389681567442, -0.8368464490231251, -1.029208801596746, -0.3759520582169111, 0.6238602092577797, -0.03616944511913164, -2.0518640599183757, 0.7870075147316593, -1.0821844393381554, 0.3144827499634895, -0.09574194948630668, 1.16533332320259, -0.3273131129380503, 0.40581426273324916, 0.5012748213061613, 1.4582760420634533, -1.2963263501549622, 1.5112367636056714, -1.5792270249278664, 0.8878280787489491, -1.315741193171144, -0.6335824349580557, -0.04313517141001998, 0.8610880811924574, -0.26482680630220784, -0.745115226501446, 0.9397052367173699, 0.1495136696283791, -0.09884987351695546, 0.45596345050525294, -2.0436779522671475, 0.16388953267058143, -0.07367660473950303, -0.7719840309972882, 0.3473143059327257, 0.3166423135508, 1.7997725584120976, 0.6428653438152506, -1.6752647991349816, 0.18236966486534373, -0.2663510462412375, 0.6163096866576923, 0.6951965067440384, 0.19484847989850304, -0.3707903464586163, -0.6389056828615163, 1.0673396226667964, 0.5643765805798319, 0.31348400771304274, -0.3140669722549479, -0.03941835895030988, 0.3256016794710274, -0.7208367890304906, -1.2697216078780647, -0.17533924248257002, -0.317657829022692, -1.3341674423838241, -0.23406866084527822, -0.09940046172454203, -0.9505670598351265, -1.2894284541078112, 0.4787387214495857, -0.5506278527843556, -1.2617576133925248, 0.9480395307712397, -1.6547226417642278, 0.618151364224269, 0.4428651777637911, -1.1063864886020545, 1.9213627671272289, -1.4310857724956305, -0.7608543987825617, -0.13565419875772525, 0.16048997690838013, 1.2932921674590425, 1.2156596950524168, 0.21256537724132343, -1.2498631476774829, 0.37281229937402854, -1.379520775339371, -0.3080333148272096, 0.39410949023604014, -0.9606503491279804, 2.3439391874935365, 1.079350584726183, -0.0797451388051265, -0.44348278973440897, -1.4137268686723206, 0.5804378979245173, -1.1562163533444278, -0.1100803722350402, -1.1367248967684385, -1.4201744717987985, -1.020686389937199, 0.9453092831067407, 0.2624067899944801, 0.9364705147456123, 0.3718505306663121, 1.1242646717587812]","[0, 0, 0, 1, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 2, 2, 1, 2, 0, 2, 0, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 0, 1, 2, 0, 1, 1, 0, 1, 2, 2, 2, 2, 1, 2, 1, 0, 1, 0, 2, 0, 2, 1, 0, 2, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2]"
